"cod_isco6","Parent","txt_isco_de","txt_isco_en","txt_isco_fr","txt_isco_it","txt_isco_rm"
11301005,61211,"Stallmeister | Stallmeisterin","Equerry","Chef d'écurie | Cheffe d'écurie","Capostalliere | Capostalliera",""
11301006,61290,"Züchter | Züchterin","Breeder","Eleveur | Eleveuse","Allevatore | Allevatrice",""
11301007,61211,"Rindviehzüchter | Rindviehzüchterin","Cattle breeder","Eleveur de bétail bovin | Eleveuse de bétail bovin","Allevatore di bovini | Allevatrice di bovini",""
11301008,61212,"Pferdewärter | Pferdewärterin","Horse groom","Gardien de chevaux | Gardienne de chevaux","Custode di cavalli",""
11301009,61212,"Gestütmeister | Gestütmeisterin","Stud master","Chef d'un haras | Cheffe d'un haras","Capostabilimento di allevamento di cavalli",""
11301010,61211,"Grossviehzüchter | Grossviehzüchterin","Cattle and horse breeder","Eleveur de gros bétail | Eleveuse de gros bétail","Allevatore di bestiame grosso | Allevatrice di bestiame grosso",""
11301011,61212,"Pferdepensionsleiter | Pferdepensionsleiterin","","Chef d'une pension pour chevaux | Cheffe d'une pension pour chevaux","Responsabile di pensione per cavalli",""
11301012,61300,"Landwirt-Pferdepfleger | Landwirtin-Pferdepflegerin","Farmer/horse groom","Agriculteur-soigneur de chevaux | Agricultrice-soigneuse de chevaux","Agricoltore addetto alla cura dei cavalli | Agricoltrice addetta alla cura dei cavalli",""
11301013,31420,"Rindviehexperte | Rindviehexpertin","Cattle expert","Expert en bétail bovin | Experte en bétail bovin","Esperto in bovini | Esperta in bovini",""
11301014,61212,"Stallmeister | Stallmeisterin","","Ecuyer | Ecuyère","Cavallerizzo scudiere | Cavallerizza scudiera",""
11301015,61212,"Pferdezüchter | Pferdezüchterin","Horse breeder","Eleveur de chevaux | Eleveuse de chevaux","Allevatore di cavalli | Allevatrice di cavalli",""
11301016,61212,"Remontenwärter | Remontenwärterin","","Surveillant de haras | Surveillante de haras","Custode di stazione di monta equina",""
11301017,61212,"Reitstallbesitzer | Reitstallbesitzerin","Riding stable owner","Propriétaire d'une écurie","Proprietario di scuderia | Proprietaria di scuderia",""
11301018,92120,"Fahrer in Remontendepot | Fahrerin in Remontendepot","","Conducteur dans un dépôt de monte équine | Conductrice dans un dépôt de monte équine","Conducente in stabilimento di monta equina",""
11301019,61212,"Reiter | Reiterin","Equestrian","Ecuyer | Ecuyère","Cavallerizzo | Cavallerizza",""
11301020,61212,"Bereiter, eidg. FA | Bereiterin, eidg. FA","","Ecuyer, brev. féd. EP | Ecuyère, brev. féd. EP","Cavallerizzo APF | Cavallerizza APF",""
11301021,61211,"Viehzüchter | Viehzüchterin","Stock breeder","Eleveur de bétail | Eleveuse de bétail","Allevatore di bestiame | Allevatrice di bestiame",""
11301022,92120,"Reitzentrumsangestellter | Reitzentrumsangestellte","Equestrian centre employee","Employé de centre équestre | Employée de centre équestre","Impiegato di centro equestre | Impiegata di centro equestre",""
11301023,61212,"Pferdewirt | Pferdewirtin","","Eleveur de chevaux | Eleveuse de chevaux","Allevatore di cavalli | Allevatrice di cavalli",""
11301024,61212,"Pferdefachmann EFZ | Pferdefachfrau EFZ","Certified equine specialist","Professionnel du cheval CFC | Professionnelle du cheval CFC","Professionista del cavallo AFC",""
11301025,61212,"Pferdewart EBA | Pferdewartin EBA","Certified groom","Gardien de chevaux AFP | Gardienne de chevaux AFP","Custode di cavalli CFP",""
11301026,61212,"Pferdefachmann EFZ, Pferdepflege | Pferdefachfrau EFZ, Pferdepflege","","Professionnel du cheval CFC, soins aux chevaux | Professionnelle du cheval CFC, soins aux chevaux","Professionista del cavallo AFC, cure",""
11301027,61212,"Pferdefachmann EFZ, klassisches Reiten | Pferdefachfrau EFZ, klassisches Reiten","","Professionnel du cheval CFC, monte à cheval classique | Professionnelle du cheval CFC, monte à cheval classique","Professionista del cavallo AFC, monta classica",""
11301028,61212,"Pferdefachmann EFZ, Westernreiten | Pferdefachfrau EFZ, Westernreiten","","Professionnel du cheval CFC, monte à cheval western | Professionnelle du cheval CFC, monte à cheval western","Professionista del cavallo AFC, monta western",""
11301029,61212,"Pferdefachmann EFZ, Gangpferdereiten | Pferdefachfrau EFZ, Gangpferdereiten","","Professionnel du cheval CFC, chevaux d'allures | Professionnelle du cheval CFC, chevaux d'allures","Professionista del cavallo AFC, cavalli d'andatura",""
11301030,61212,"Pferdefachmann EFZ, Pferderennsport | Pferdefachfrau EFZ, Pferderennsport","","Professionnel du cheval CFC, sport de course | Professionnelle du cheval CFC, sport de course","Professionista del cavallo AFC, corse",""
11301031,61211,"Alpakazüchter | Alpakazüchterin","","Eleveur d'alpagas | Eleveuse d'alpagas","Allevatore d'alpaca | Allevatrice d'alpaca",""
11301032,61212,"Experte der Pferdebranche, dipl. HFP | Expertin der Pferdebranche, dipl. HFP","","Expert du domaine équin, dipl. EPS | Experte du domaine équin, dipl. EPS","Esperto del settore cavallo, dipl. EPS | Esperta del settore cavallo, dipl. EPS",""
11301033,61212,"Spezialist der Pferdebranche, eidg. FA | Spezialistin der Pferdebranche, eidg. FA","","Spécialiste du domaine équin, brev. féd. EP","Specialista del settore cavallo APF",""
11301034,61212,"Spezialist der Pferdebranche, eidg. FA, Betreuung und Dienstleistungen | Spezialistin der Pferdebranche, eidg. FA, Betreuung und Dienstleistungen","","Spécialiste du domaine équin, brev. féd. EP, soins et services","Specialista del settore cavallo APF, assistenza e servizi",""
11301035,61212,"Spezialist der Pferdebranche, eidg. FA, klassisches Reiten | Spezialistin der Pferdebranche, eidg. FA, klassisches Reiten","","Spécialiste du domaine équin, brev. féd. EP, monte classique","Specialista del settore cavallo APF, monta classica",""
11301036,61212,"Spezialist der Pferdebranche, eidg. FA, Westernreiten | Spezialistin der Pferdebranche, eidg. FA, Westernreiten","","Spécialiste du domaine équin, brev. féd. EP, monte western","Specialista del settore cavallo APF, monta western",""
11301037,61212,"Spezialist der Pferdebranche, eidg. FA, Gangpferdereiten | Spezialistin der Pferdebranche, eidg. FA, Gangpferdereiten","","Spécialiste du domaine équin, brev. féd. EP, chevaux d'allures","Specialista del settore cavallo APF, cavalli d'andatura",""
11301038,61212,"Spezialist der Pferdebranche, eidg. FA, Pferderennsport | Spezialistin der Pferdebranche, eidg. FA, Pferderennsport","","Spécialiste du domaine équin, brev. féd. EP, chevaux de course","Specialista del settore cavallo APF, cavalli da corsa",""
11301039,61212,"Spezialist der Pferdebranche, eidg. FA, Gespannfahren | Spezialistin der Pferdebranche, eidg. FA, Gespannfahren","","Spécialiste du domaine équin, brev. féd. EP, attelage","Specialista del settore cavallo APF, attacchi",""
11301040,61212,"Pferdefachmann EFZ, Gespannfahren | Pferdefachfrau EFZ, Gespannfahren","","Professionnel du cheval CFC, attelage | Professionnelle du cheval CFC, attelage","Professionista del cavallo AFC, attacchi",""
11301041,61212,"Pferdefachmann EFZ, Pferdepflege | Pferdefachfrau EFZ, Pferdepflege","","Professionnel du cheval CFC, soins aux chevaux | Professionnelle du cheval CFC, soins aux chevaux","Professionista del cavallo AFC, cura del cavallo",""
11301042,61212,"Pferdefachmann EFZ, Pferderennsport | Pferdefachfrau EFZ, Pferderennsport","","Professionnel du cheval CFC, chevaux de course | Professionnelle du cheval CFC, chevaux de course","Professionista del cavallo AFC, cavalli da corsa",""
11302001,61211,"Schafzüchter | Schafzüchterin","Sheep breeder","Eleveur de moutons | Eleveuse de moutons","Allevatore di pecore | Allevatrice di pecore",""
11302002,61290,"Hundezüchter | Hundezüchterin","Dog breeder","Eleveur de chiens | Eleveuse de chiens","Allevatore di cani | Allevatrice di cani",""
11302003,61290,"Pelztierzüchter | Pelztierzüchterin","Fur farmer","Eleveur d'animaux à fourrure | Eleveuse d'animaux à fourrure","Allevatore di animali da pelliccia | Allevatrice di animali da pelliccia",""
11302004,61290,"Kaninchenzüchter | Kaninchenzüchterin","Rabbit breeder","Eleveur de lapins | Eleveuse de lapins","Coniglicoltore | Coniglicoltrice",""
11302005,92120,"Schweinezuchtgehilfe | Schweinezuchtgehilfin","Swine breeding assistant","Aide éleveur de porcs | Aide éleveuse de porcs","Aiuto allevatore di suini | Aiuto allevatrice di suini",""
11302006,61211,"Ziegenhalter | Ziegenhalterin","Goat farmer","Eleveur de chèvres | Eleveuse de chèvres","Allevatore di caprini | Allevatrice di caprini",""
11302007,61211,"Kleinviehhalter | Kleinviehhalterin","Small livestock farmer","Eleveur de petit bétail | Eleveuse de petit bétail","Allevatore di bestiame minuto | Allevatrice di bestiame minuto",""
11302008,61211,"Schweinezüchter | Schweinezüchterin","Pig breeder","Eleveur de porcs | Eleveuse de porcs","Allevatore di suini | Allevatrice di suini",""
11302009,61211,"Schafhirt | Schafhirtin","Shepherd","Gardien de moutons | Gardienne de moutons","Pecoraio | Pecoraia",""
11302010,61211,"Schweinewärter | Schweinewärterin","Pigman","Gardien de porcherie | Gardière de porcherie","Porcaio | Porcaia",""
11302011,61211,"Schweinehirt | Schweinehirtin","Swineherd","Porcher | Porchère","Porcaio | Porcaia",""
11302012,61211,"Ziegenhirt | Ziegenhirtin","Goatherd","Chevrier | Chevrière","Capraio | Capraia",""
11302013,61211,"Schweinezuchtberater | Schweinezuchtberaterin","Pig breeding consultant","Conseiller dans l'élevage des porcs | Conseillère dans l'élevage des porcs","Consulente di allevamenti suini",""
11302014,61211,"Schweinemäster | Schweinemästerin","Pig farmer","Engraisseur de porcs | Engraisseuse de porcs","Addetto all'ingrasso di maiali | Addetta all'ingrasso di maiali",""
11302015,51640,"Hundepfleger | Hundepflegerin","Dog groom","Soigneur de chiens | Soigneuse de chiens","Addetto alla cura di cani | Addetta alla cura di cani",""
11302016,61211,"Schäfer | Schäferin","Shepherd","Berger | Bergère","Guardapecore (pecoraio) | Guardapecore (pecoraia)",""
11302017,61211,"Schweinehalter | Schweinehalterin","Pig farmer","Porcher | Porchère","Allevatore di suini | Allevatrice di suini",""
11302018,61211,"Kleinviehzüchter | Kleinviehzüchterin","Small livestock breeder","Eleveur de petit bétail | Eleveuse de petit bétail","Allevatore di bestiame minuto | Allevatrice di bestiame minuto",""
11302019,61211,"Schafhalter | Schafhalterin","Sheep stockman","Eleveur de moutons | Eleveuse de moutons","Allevatore di pecore | Allevatrice di pecore",""
11302020,61290,"Kleintierzüchter | Kleintierzüchterin","Small animal breeder","Eleveur de petits animaux | Eleveuse de petits animaux","Allevatore di piccoli animali | Allevatrice di piccoli animali",""
11302021,61211,"Schafbauer | Schafbäuerin","Sheep farmer","Eleveur de moutons | Eleveuse de moutons","Allevatore di pecore | Allevatrice di pecore",""
11302022,61211,"Ziegenbauer | Ziegenbäuerin","Goat farmer","Eleveur de chèvres | Eleveuse de chèvres","Allevatore di capre | Allevatrice di capre",""
11302023,61211,"Ziegenzüchter | Ziegenzüchterin","Goat breeder","Eleveur de chèvres | Eleveuse de chèvres","Allevatore di capre | Allevatrice di capre",""
11303001,61220,"Brieftaubenzüchter | Brieftaubenzüchterin","Carrier pigeon breeder","Eleveur de pigeons voyageurs | Eleveuse de pigeons voyageurs","Allevatore di piccioni viaggiatori | Allevatrice di piccioni viaggiatori",""
11303002,61220,"Geflügelzüchter | Geflügelzüchterin","Poultry breeder","Aviculteur | Avicultrice","Pollicoltore | Pollicoltrice",""
11303003,61220,"Geflügelhalter | Geflügelhalterin","Poultry stockman","Eleveur de volaille | Eleveuse de volaille","Pollaiolo | Pollaiola",""
11303004,61220,"Geflügelfarmer | Geflügelfarmerin","Poultry farmer","Eleveur de volaille | Eleveuse de volaille","Allevatore di polli | Allevatrice di polli",""
11303005,92120,"Brutanstaltsgehilfe | Brutanstaltsgehilfin","Hatchery assistant","Aide dans un établissement d'incubation","Ausiliario di stabilimento d'incubazione | Ausiliaria di stabilimento d'incubazione",""
11303006,61220,"Hühnerfarmbesitzer | Hühnerfarmbesitzerin","Chicken farm owner","Propriétaire d'une aviculture","Proprietario d'allevamento di pollame | Proprietaria d'allevamento di pollame",""
11303007,61220,"Vogelzüchter | Vogelzüchterin","Bird breeder","Eleveur de volaille | Eleveuse de volaille","Avicoltore | Avicoltrice",""
11303008,92120,"Geflügelzuchtgehilfe | Geflügelzuchtgehilfin","Poultry farming assistant","Aide-aviculteur | Aide-avicultrice","Aiuto pollicoltore | Aiuto pollicoltrice",""
11303009,61220,"Geflügelzüchter mit Meisterdiplom HFP | Geflügelzüchterin mit Meisterdiplom HFP","","Aviculteur, maître EPS | Avicultrice, maître EPS","Pollicoltore, maestro EPS | Pollicoltrice, maestra EPS",""
11303010,92120,"Geflügelwärter | Geflügelwärterin","","Gardien de volaille | Gardienne de volaille","Custode di pollicoltura",""
11303011,13110,"Brutanstaltsbesitzer | Brutanstaltsbesitzerin","Hatchery owner","Propriétaire d'un établissement d'incubation","Proprietario di stabilimento d'incubazione | Proprietaria di stabilimento d'incubazione",""
11303012,61220,"Geflügelzüchter (Fähigkeitsprüfung) | Geflügelzüchterin (Fähigkeitsprüfung)","","Aviculteur (examen de capacité) | Avicultrice (examen de capacité)","Pollicoltore (esame di capacità) | Pollicoltrice (esame di capacità)",""
11303013,61220,"Geflügelzüchtermeister | Geflügelzüchtermeisterin","","Aviculteur, maître | Avicultrice, maître","Pollicoltore, maestro | Pollicoltrice, maestra",""
11303014,31420,"Geflügelexperte | Geflügelexpertin","Poultry expert","Expert en volailles | Experte en volailles","Esperto in pollame | Esperta in pollame",""
11303015,61220,"Geflügelfachberater | Geflügelfachberaterin","Poultry specialist, consultant","Conseiller spécialisé dans la volaille | Conseillère spécialisée dans la volaille","Consulente specializzato in pollame | Consulente specializzata in pollame",""
11303016,61290,"Ziergeflügelzüchter | Ziergeflügelzüchterin","","Eleveur d'oiseaux d'agrément | Eleveuse d'oiseaux d'agrément","Allevatore di ucelli ornamentali | Allevatrice di ucelli ornamentali",""
11303017,61220,"Geflügelfachmann EFZ | Geflügelfachfrau EFZ","","Aviculteur CFC | Avicultrice CFC","Avicoltore AFC | Avicoltrice AFC",""
11303018,61220,"Geflügelmeister | Geflügelmeisterin","","Aviculteur, maître | Avicultrice, maître","Pollicoltore, maestro | Pollicoltrice, maestra",""
11303019,61220,"Geflügelwirtschaftsmeister HFP | Geflügelwirtschaftsmeisterin HFP","","Maître aviculteur EPS | Maître avicultrice EPS","Maestro avicoltore EPS | Maestra avicoltrice EPS",""
11303020,61220,"Betriebsleiter Geflügelwirtschaft, eidg. FA | Betriebsleiterin Geflügelwirtschaft, eidg. FA","","Chef d'exploitation avicole, brev. féd. EP | Cheffe d'exploitation avicole, brev. féd. EP","Responsabile di azienda avicola APF",""
11304001,62210,"Schalentierzüchter | Schalentierzüchterin","Shellfish cultivator","Eleveur de crustacés | Eleveuse de crustacés","Allevatore di crostacei | Allevatrice di crostacei",""
11304002,62210,"Zierfischzüchter | Zierfischzüchterin","Ornamental fish breeder","Eleveur de poissons d'agrément | Eleveuse de poissons d'agrément","Allevatore di pesci ornamentali | Allevatrice di pesci ornamentali",""
11304003,62210,"Fischzüchter | Fischzüchterin","Pisciculturist","Pisciculteur | Piscicultrice","Piscicoltore | Piscicoltrice",""
11304004,62210,"Austernzüchter | Austernzüchterin","Oyster grower","Ostréiculteur | Ostréicultrice","Ostricoltore | Ostricoltrice",""
11304005,62210,"Fischbrutzüchter | Fischbrutzüchterin","Fry breeder","Pisciculteur | Piscicultrice","Allevatore di avannotti | Allevatrice di avannotti",""
11304006,62210,"Forellenzüchter | Forellenzüchterin","Trout farmer","Eleveur de truites | Eleveuse de truites","Troticoltore | Troticoltrice",""
11304007,62210,"Fischzuchtangestellter | Fischzuchtangestellte","Fish farm worker","Employé de pisciculture | Employée de pisciculture","Impiegato di piscicoltura | Impiegata di piscicoltura",""
11304008,62210,"Teichwärter | Teichwärterin","Pond keeper (fish farming)","Pisciculteur | Piscicultrice","Guardiano di stagno | Guardiana di stagno",""
11304009,62210,"Muschelzüchter | Muschelzüchterin","Mussel grower","Conchyliculteur | Conchylicultrice","Conchilicoltore | Conchilicoltrice",""
11304010,62210,"Fischwirt, Fischhaltung und Fischzucht | Fischwirtin, Fischhaltung und Fischzucht","","Pisciculteur, production et élevage de poissons | Piscicultrice, production et élevage de poissons","Piscicoltore, produzione e allevamento di pesci | Piscicoltrice, produzione e allevamento di pesci",""
